UID,title,authors,abstract,keywords,session,teaserUrl,youtubeUrl
3307,Jaccard index-Based Assessing the Similarity of Research Fields in Dimensions,"Mykola Petrychko, Serhiy Shtovba","We calculated the similarity of 10878 pairs of the research fields for 2010-2019 and for 2000-2009 on the base of Dimensions data. The similarity of the research fields is assessed by the Jaccard index. The most tied research fields for 2010-2019 are Specialist Studies in Education and Curricular and Pedagogy, whereas this pair holds rank #6 for 2000-2009. The dynamics of Jaccard index distributions do not confirm a hypothesis about increasing the share of interdisciplinary research over time. It is detected that the most collaborated research field for both time intervals is Mechanical Engineering. ",unsupervisedLearning,2a,https://storage.googleapis.com/eeml/169549e986574e57b5144a1f77dfe5b6,https://www.youtube.com/embed/11_VK8RrfPg
3320,Towards an Adversarially Robust Normalization Approach,"Muhammad Awais, Fahad Shamshad, Sung-Ho Bae","BatchNorm is effective for improving and accelerating the training of deep neural networks. However, it has also shown to be a cause of adversarial vulnerability. In this work, we investigate how BatchNorm causes this vulnerability. We first observe that adversarial images tend to shift the distribution of BatchNorm input, and this shift makes train-time estimated population statistics inaccurate. We hypothesize that these inaccurate statistics make models with BatchNorm more vulnerable. We prove our hypothesis by replacing train-time estimated statistics with statistics calculated from the inference-time batch. We found that the adversarial vulnerability of BatchNorm disappears if we use these statistics.",deepLearning,2b,https://storage.googleapis.com/eeml/c2d2eaa6b62d4cc3bdb74b4f2e234a4a,https://www.youtube.com/embed/fBX4bYXdWi8
3325,Travel behavior prediction based on ML classifiers and discrete choice models,Szymon Wójcik,"In this study, we tried to compare the predictive accuracy of the binary logistic regression model and four other supervised ML classifiers. The models were applied to travel behavior 2012 data of the citizens of Łódź, Poland. Binary logistic regression predictors were chosen based on theory and statistical significance tests. The outcomes show that the best accuracy was obtained for the Decision Tree method and the worst for Naive Bayes. Logistic regression model results were comparable with Neural Network and Support Vector Machines.",applications,2a,https://storage.googleapis.com/eeml/9aabce4f1dc342ca98dba2ba35096687,https://www.youtube.com/embed/Wy-HYOUas9c
3329,Few shot learning by features adaptation with Graph Neural Networks,"Armand Nicolicioiu, Andrei Nicolicioiu",In few-shot setting the goal is to solve tasks involving a small number of labelled samples while avoiding overfitting. We propose a method for few-shot classification using architectures that are biassed to model relations between the classes by using graph neural networks. We adapt intermediate query embeddings based on their interactions with support set prototypes. In preliminary  experiments  we  show  that  modulating  the features  with  graph  models  improves  multiple  backbones trained in different ways.,computerVision,2c,https://storage.googleapis.com/eeml/dcf61c1d7b2744918e2ccd7eb9e6efba,https://www.youtube.com/embed/wFVvV9xFvqM
3331,Implementation of Contrastive Predictive Coding,Oana-Iuliana Popescu,"Contrastive Predictive Coding (CPC) of van den Oord et al. is a technique for extracting meaningful representations from unlabeled data inspired by the theory of Predictive Coding. CPC has been applied to different modalities such as speech, natural language, and images and has obtained impressive results. This poster presents the implementation and evaluation of representation learning with CPC on image data using the MNIST and CIFAR-10 datasets.",computerVision,2c,https://storage.googleapis.com/eeml/3439e496aa984b17b8ba5b6b258aa19a,https://www.youtube.com/embed/00tphxeD11U
3342,A Deep Learning Approach to Space Weather Forecasting for Orbital Prediction,"Emma Stevenson, Victor Rodriguez-Fernandez, Edmondo Minisci, David Camacho","In this work, the novel deep learning architecture N-BEATS is employed for the forecasting of space weather proxies relevant to orbital prediction. This state-of-the-art framework uses an untailored, purely machine learning approach, which has been shown to outperform existing statistical hybrid models in the field of time series forecasting, and shows promising preliminary results.
Key words: Deep Learning, Time Series Forecasting, Space Weather, Space Debris",applications,2a,https://storage.googleapis.com/eeml/b8e3a6c0966844448e06e4929f37359b,https://www.youtube.com/embed/osWfzQqQezIv
3343,Translating Visual Art into Music,Max Müller-Eberstein and Nanne van Noord,"The Synesthetic Variational Autoencoder (SynVAE) introduced in this research is able to learn a consistent mapping between visual and auditive sensory modalities in the absence of paired datasets. A quantitative evaluation on MNIST as well as the Behance Artistic Media dataset (BAM) shows that SynVAE is capable of retaining sufficient information content during the translation while maintaining cross-modal latent space consistency. In a qualitative evaluation trial, human evaluators were furthermore able to match musical samples with the images which generated them with accuracies of up to 73%.",unsupervisedLearning,2a,https://storage.googleapis.com/eeml/b5fcab342d4447b9a1dd79748bc76cd5,https://www.youtube.com/embed/wUciso7rZXM
3352,Trading mean-reversion portfolios: a reinforcement learning approach,Alessio Brini and Daniele Tantari,"Portfolio optimization is an active field of research in the financial domain that in the recent years started to be influenced by the machine learning paradigm. In particular, reinforcement learning (RL) represents the proper framework for optimizing sequential financial decisions over the course of time. To demonstrate it, we generated a series of synthetic experiments to assess the ability of value-based RL to retrieve the underlying known dynamics of simulated financial returns. Results are compared to those obtained by a dynamic programming closed-form optimal solution, which allows us to effectively evaluate the performance obtained by both tabular and deep RL.",reinforcementLearning,2b,https://storage.googleapis.com/eeml/25cb38dec84544adaafc6e392e1f200e,https://www.youtube.com/embed/ADUtGn1njS4
3355,Training a Cooperative Team in Google Football Environment Using Multi-Agent Reinforcement Learning,"Witalis Domitrz, Zuzanna Opała, Mateusz Sieniawski, Konrad Staniszewski","Our team worked on creating top-performing football agents in the Google Research Football environment. We focused on the more challenging multi-agent scenarios, where our agents control four football players (all except goalkeeper). Our best agents were trained using self-play. Throughout the project we used two approaches to the training - centralised, where one network controls all the agents, and decentralised, where each agent evaluates its actions independently. We have found a surprising difference in the performance of these architectures: counter-intuitively, the decentralised one performed better in a full game, which highlights a need for a comprehensive comparison of the architectures.",reinforcementLearning,2b,https://storage.googleapis.com/eeml/4770d1781fba4fe198e9390133855224,https://www.youtube.com/embed/cGDTBrR-w90
3382,Molecule Attention Transformer,"Łukasz Maziarka (1,2), Tomasz Danel (1,2),  Sławomir Mucha (2), Krzysztof Rataj (1), Jacek Tabor (2), Stanisław Jastrzębski (3,4)","Properties of a molecule depend on a variety of relationships between its atoms. On a high level, these relationships might include spatial proximity, the existence of a chemical bond, or simply a co-occurrence of two atoms. However, the commonly used graph-based models use only the chemical bonds to define the neighbourhood. Motivated by this we propose Molecule Attention Transformer (MAT) model. Our key innovation is augmenting the attention mechanism in Transformer using the inter-atomic distances, and the molecular graph structure. Experiments on molecular property prediction tasks show that our method outperforms all the other tested models on multiple tasks.",cheminformatics,3a,https://storage.googleapis.com/eeml/f6820e3d7ebf46d8bf2a229a63debf89,https://www.youtube.com/embed/Kok6p1mAaZk
3385,3D Mesh Reconstruction from Cardiac ultrasound,Robert-Andrei Moga,"This work proposes a deep learning architecture for reconstructing 3D meshes using triangular polygons from cardiac ultrasound.  My network represents 3D mesh models using a graph convolutional network that encodes the mesh topology. I adopt a coarse to fine approach by deforming iteratively. The convolution operation is repurposed to perform a regression task producing new locations for each vertex with respect to the ground truth. The loss function used is composed by a distance function, an edge normalization term for penalizing long edges and a Laplacian regularization factor for keeping relative position between neighbouring vertices.  ",mlMedicalData,2b,https://storage.googleapis.com/eeml/de70de95a5b74fda8f55aa8d319fa1f0,https://www.youtube.com/embed/PjqrHonm_co
3387,ARMS: Automated rules management system for fraud detection,"David Aparício,   Ricardo Barata,  João Bravo,  João Tiago Ascensão,  Pedro Bizarro","Financial institutions, merchants, customers, and government agencies alike suffer fraud-related losses daily, including credit card theft and other scams
An over-conservative decision-maker might block all suspicious activity. However, this also prevents legitimate economic activity. 
Modern automated fraud detection systems consist of a machine learning model and a rule-based system.  An ideal system has only a minimum set of rules that ensure performance while preserving requirements and alerts low.",applications,2a,https://storage.googleapis.com/eeml/16473a96f9994453b8883b79034da204,https://www.youtube.com/embed/3YBlPEBbF_4
3397,Learning to use tools by watching videos,Kateryna Zorina,"In this work, we use reinforcement learning to find a policy for the tool manipulation task. The task is challenging as the reward is sparse. We study how instructional videos can provide an additional information for learning. The proposed pipeline focuses on finding a policy for the tool and then transfers policy to a robot. Focusing on the tool allows us to transfer the task execution to different robot morphologies.",reinforcementLearning,2b,https://storage.googleapis.com/eeml/73c4bd3fc075493a8d348e8458f073ae,https://www.youtube.com/embed/qTE_Hp-sHTg
3400,Towards Autonomous Robot Navigation and Exploration with Deep Reinforcement Learning,"Nicolò Botteghi*, Khaled Mustafa*, Beril Sirmaçek**, Mannes Poel***, Stefano Stramigioli*","We present a map-less path planning algorithm based on Deep Reinforcement Learning for mobile robots navigating in unknown environment that only relies on 40-dimensional raw laser data and odometry information. The planner is trained using a reward function shaped based on the online knowledge of the map of the training environment, obtained using grid-based Rao-Blackwellized particle filter, in an attempt to enhance the obstacle awareness of the agent. The agent is trained in a complex simulated environment and evaluated in two unseen ones. Furthermore, the policy trained in the simulation environment can be directly and successfully transferred to the real robot.",reinforcementLearning,3b,https://storage.googleapis.com/eeml/70f686165abd4d9fb09ea1400c41f053,https://www.youtube.com/embed/HDj8vgCf3r8
3411,No Representation without Transformation,"Giorgio Giannone, Saeed Saremi, Jonathan Masci, Christian Osendorfer","We extend the framework of variational autoencoders to represent transformations explicitly in the latent space. In the family of hierarchical graphical models that emerges, the latent space is populated by higher order objects that are inferred jointly with the latent representations they act on. To explicitly demonstrate the effect of these higher order objects, we show that the inferred latent transformations reflect interpretable properties in the observation space. Furthermore, the model is structured in such a way that in the absence of transformations, we can run inference and obtain generative capabilities comparable with standard variational autoencoders. Finally, utilizing the trained encoder, we outperform the baselines by a wide margin on a challenging out-of-distribution classification task.",unsupervisedLearning,2a,https://storage.googleapis.com/eeml/1e3a1cb3c01645eab20a5fa26fd4f1fc,https://www.youtube.com/embed/ya8rtcNHuyw
3418,Explaining of CNN for histopathological image classification,Weronika Hryniewska,"Explainable AI  refers to methods and techniques in the application of AI such that the decision-making process of the solution can be understood by a human. In medical imaging domain it it crucial to understand which image features and patterns take part in decision process, understand reasons of model uncertainty, wrong classifications and eliminate possibility of bias. During this presentation I would like to explain briefly such methods as: Local Interpretable Model-Agnostic Explanations (LIME) and visualizations of intermediate activations and show their results on histopathological images.",XAI,2c,https://storage.googleapis.com/eeml/02c523c4706e45eb8c32582fd0e5319f,https://www.youtube.com/embed/WrJKEthGgOk
3419,Legal frames for contact tracing in order to contain pandemics,Marcelina Lech,My poster refers to legal aspects of contact tracing apps in order to contain pandemics.,applications,3a,https://storage.googleapis.com/eeml/4718ffcd558c4f61b8196ebfba8a6a18,https://www.youtube.com/embed/3udJaFz9-jw
3421,Non-Intrusive Load Monitoring using Deep Learning,"Dea Pujić, Marko Jelić","Non-Intrusive load monitoring (NILM) in the residential energy applications represents a technique of load disaggregation whereby the individual activation (i.e. on/off status) or individual consumptions (i.e. power draw levels) of appliances are calculated without sensors and only based on total energy meter readings. The presented methodology utilizes deep learning, more specifically CNNs, for this classification/regression problem and is applied in real-time on total consumption measurements from several apartments in Leers, France in order to facilitate energy savings by providing users with feedback regarding how much energy and at what time is being consumed in their home.",deepLearning,2b,https://storage.googleapis.com/eeml/fc791acc4f104b4aa6837f97c66a3ee2,https://www.youtube.com/embed/Y_10mOAEeAw
3430,Object Detection using Deep Learning under lossy image compression,Tomasz Gandor,"Lossy image compression is very important, and although available storage has risen by a few orders of magnitude since the introduction of JPEG in 1991, so
has the number of images stored every day. Perceived visual quality has been used for determining an optimal compression level, but whether Deep Learning models perceive quality the same way is still an open question. With an extensive computational study using COCO val2017 data set we show how Object Detection models are affected by lossy image compression.",computerVision,2c,https://storage.googleapis.com/eeml/c4e711fc972a4420a2b0e06f1bf4bf71,https://www.youtube.com/embed/vv49P4AtQdo
3436,Towards generation of stable molecules,"Agnieszka Pocha, Sabina Podlewska","The goal of our project is to generate stable molecules. Improving metabolic stability of drugs is important because compounds that undergo fast transformations do not have enough time to induce a desirable therapeutic effect.

We trained graph neural networks to predict metabolic stability of compounds and combined them in an ensemble to improve their performance.

To generate stable molecules we used StackRNN pretrained to generate valid SMILES and a simple RL strategy. Rewards were given by the predictive ensemble. The initial experiments are discouraging but we plan to continue our work in the future.
",mlMedicalData,2b,https://storage.googleapis.com/eeml/e3411eeabc9746cf9294c5e76efbdd4c,https://www.youtube.com/embed/hl8apkk2fHI
3461,Sign Language Recognition from 3D Video,"Mateusz Doliński, Sonia Przygocka",We study the problem of sign language recognition from 3D videos. Each video consists of 3D point cloud (PCD) frames. We propose new neural network architecture consisting of 2 main parts. The first part embeds each frame into a lower dimensional 1D feature vector. The resulting sequence of embeddings is then passed through a Recurrent Neural Network (RNN) with attention mechanism and fully connected layers in order to classify a video sequence. Our model achieves 98.2% accuracy in the classification task using the Polish Sign Language ToF 84 dataset.,computerVision,2c,https://storage.googleapis.com/eeml/857020f98f684fd6a88800e069459ea9,https://www.youtube.com/embed/UeC_wilhdFA
3468,Counterfactual explanations of ML models,André Artelt,"Despite the recent success of Machine Learning, I think that the lack of transparency & explainability is still one of the major issues of modern AI.

Counterfactual explanations are considered to be an intuitive and human-friendly explanation because they tell the user what to do in order to achieve a desired goal.
Unfortunately, most existing algorithms are not that efficient.
Therefore, I developed a convex modelling framework that allows to derive model specific algorithms for computing (plausible) counterfactual explanations very efficiently as well as some other benefits. Furthermore, I implemented my algorithms and already known algorithms in a Python toolbox.",XAI,2c,https://storage.googleapis.com/eeml/1eb4e93a8a7e4b79a55d0ecc89a2c30f,https://www.youtube.com/embed/Q4DPDdzl-fo
3471,Non-Intrusive Load Monitoring using Deep Learning,Dea Pujić and Marko Jelić,"Non-Intrusive load monitoring (NILM) in the residential energy applications represents a technique of load disaggregation whereby the individual activation (i.e. on/off status) or individual consumptions (i.e. power draw levels) of appliances are calculated without sensors and only based on total energy meter readings. The presented methodology utilizes deep learning, more specifically CNNs, for this classification/regression problem and is applied in real-time on total consumption measurements from several apartments in Leers, France in order to facilitate energy savings by providing users with feedback regarding how much energy and at what time is being consumed in their home.",deepLearning,2b,https://storage.googleapis.com/eeml/12237fdf386e474bad5a7df7607864ce,https://www.youtube.com/embed/Y_10mOAEeAw
3474,Introspective Ensembles for monocular depth estimation,"Maciej Bartczak, Mateusz Doliński, David Novotny","We propose a novel method for monocular depth estimation. While the majority of prior work focused on designing better deep backbones or introducing more powerful regularizers, our contribution seeks to combine different predictors into a single uber-estimator that exploits the strong-points of each prediction. To this end, we propose to use introspective ensembles - a method that exploits recent advances in predicting aleatoric uncertainty to combine predictions according to their estimated degree of confidence. Our quantitative evaluation reveals a strong correlation between attained errors and the uncertainty predictions which warrants a further exploration of the proposed ensembling scheme.",computerVision,2c,https://storage.googleapis.com/eeml/2528d5e49f19479382b00b612762fdac,https://www.youtube.com/embed/TxvIYjYpQP4
3475,Pattern Coloring Task with Deep Reinforcement Learning,Denis Ergashbaev,"Game emulators have been extensively used as a test bed for reinforcement learning. These algorithms have achieved above-human performance on many environments that require ''reactive'' response from the player. However, until recently there has been limited success at employing reinforcement learning at solving combinatorial tasks. In this work we build a simulated environment where an agent's goal is to color a certain pattern in the most efficient way. We model this problem as a combinatorial reinforcement learning task, develop an effective reward function, and employ a fine-tuned A2C algorithm to solve it.",reinforcementLearning,3b,https://storage.googleapis.com/eeml/790dbd5b97464b0ea74ffe3f085272f4,https://www.youtube.com/embed/0EUzUjSYN7U
3483,Investigating performance of neural networks approximating microscopic traffic simulations in traffic optimization tasks,"Paweł Gora, Maciej Brzeski","We analyze the accuracy of traffic simulations metamodels based on neural networks, applied to traffic optimization as fitness functions of genetic algorithms. Our metamodels approximate outcomes of traffic simulations (the total time of waiting on a red signal), taking as an input different traffic signal settings, in order to efficiently find (sub)optimal settings. Their accuracy was proven to be very good on randomly selected test sets, but it turned out that the accuracy may drop in case of settings expected (according to genetic algorithms) to be close to local optima, which makes the traffic optimization process more difficult.",applications,3a,https://storage.googleapis.com/eeml/a5a88651205e4d33a809f946f5b960e1,https://www.youtube.com/embed/c95gpgX3FGw
3485,Clustering Context-Sensitive Embeddings for Semantic Change Detection,"Lidia Pivovarova, Matej Martinc, Syrielle Montariol, Elaine Zosa","This work summarises two recent work on utilizing contextualized embeddings for semantic change detection. In both cases our dataset consists of target words and a corpus containing texts from at least two time periods. The task is to compute a measure of semantic shift for each target word in unsupervised way, relying on the corpus data. We use BERT model to collect embeddings for a target word. These embeddings are then clustered and divergence between cluster distributions is then used as a proxy to semantic change. The method beats state-of-the-art on some public datasets and shows comparable results on other.",nlp,3c,https://storage.googleapis.com/eeml/b5ab4659ea374998b2c7b9a819f00fe1,https://www.youtube.com/embed/OLlP0ErOLxM
3500,Gradient boosting model for predicting mutation-resistant peptide candidates for COVID-19 vaccines,"Piotr Grzegorczyk, Grzegorz Preibisch, Michael D'Amour, Sharan Ramjee, Michał Borkowski, Aishwarya Chander","Recent studies suggest that differences in HLA caused by differences in race, ethnicity and geographic location may influence COVID-19 virulence and resistance to vaccines. Because of this, we decided to train gradient boosted decision trees model on all available SARS-CoV-2 genomes to predict how different peptides in vaccine may influence the efficacy of it.",mlMedicalData,2b,https://storage.googleapis.com/eeml/3074acbf291a419bae194b3cae23ba61,https://www.youtube.com/embed/6bkntqsy03c
3502,ActiveHARNet: Towards On-Device Deep Bayesian Active Learning for Human Activity Recognition,"Gautham Krishna Gudur, Prahalathan Sundaramoorthy, Venkatesh Umaashankar","Two challenges that need to be addressed in on-device deep learning for Human Activity Recognition (HAR) are: first, the model should support on-device incremental training from incoming data to learn user behavior over time; second, suitable ground truthing techniques (like Active Learning) should help establish labels on-the-fly. We propose ActiveHARNet, a resource-efficient deep model which supports on-device Incremental Active Learning, through approximations in Bayesian Neural Networks using dropout. This is combined with suitable acquisition functions for active learning. Empirical results on two datasets show considerable efficiency boost with substantially low number of acquired points (~60% reduction) during incremental learning.","Bayesian Active Learning, On-Device Human Activity Recognition and Fall Detection, Incremental Learning",3a,https://storage.googleapis.com/eeml/c04b91345a534d188f0faef7e01070a1,https://www.youtube.com/embed/Kfy0URcPxyE
3506,Disguising Text as an Image using Generative Adversarial Network,"Anditya Arifianto, Made Raharja Surya Mahadi, Adriansyah Dwi Rendragraha, Malik Anhar Maulana, Triwidyastuti Jamaluddin, Muhammad Ferianda Satya, Rajabandanu Subhi","Image is often used as a cover to hide sensitive data inside it. This approach is considered a good addition in securing information to cryptography. In this study, we developed an encryption mechanism to not only conceal messages, but transforming them into images. We use Generative Adversarial Network to develop the encryption and decryption models. Text data is converted into a word vector using word2vec model which then used as input for the encryption model to produce the word images. Based on our experiments, we were able to produce images with 98% accuracy of reversible words. ",computerVision,2c,https://storage.googleapis.com/eeml/e1a4917497cc4a4f948d0ebbb44f47d3,https://www.youtube.com/embed/MsxiopWX0UI
3529,Neural Index for Imperfect Terms Matching in the Wikification Process,Szymon Olewniczak,"Our project aims to create an efficient method for imperfect terms matching in texts, that can be applied for the Wikification. Wikification is a process of creating hyperlinks for a given text corpus, referencing it to relevant Wikipedia articles. Currently, we are working on a neural network for an efficient Levenstein distance embedding for Wikipedia's articles titles. The poster summarises some of the results that we obtained. ",nlp,3c,https://drive.google.com/thumbnail?id=167sSt69eR6HSvMSggzFRm17XEkHNwkiP,https://www.youtube.com/embed/Qr48jfnKNjw
3537,Foreground-Background Ambient Sound Scene Separation,"Michel Olvera, Emmanuel Vincent, Romain Serizel and Gilles Gasso","Ambient sound scenes typically comprise multiple short events occurring on top of a somewhat stationary background. We consider the task of separating these events from the background, which we call foreground-background ambient sound scene separation. We propose a deep learning based separation framework with a suitable feature normalization scheme and an optional auxiliary network capturing the background statistics, and we investigate its ability to handle the great variety of sound classes encountered in ambient sound scenes, which have often not been seen in training. Our experimental findings demonstrate the generalization ability of the proposed approach.",deepLearning,3b,https://storage.googleapis.com/eeml/1d93202ef3dc4ae8bc4209ca12d4d4d7,https://www.youtube.com/embed/vO6hfg4Nl_o
3542,Optimal operation of electric batteries using reinforcement learning,Mykhailo Manukian,"The goal of this project is to use machine learning to develop a controller that will determine optimal operation of available batteries, i.e. when and how the batteries should be charged/discharged. To develop such a controller, the load profile of an exemplary country is available with hourly resolution. The objective of using batteries is to effectively reduce the variability of load, i.e. daily difference between maximum and minimum power taken from the power grid. This objective is justified by the fact that supplying the peak portion of load is typically much more expensive than supplying energy during minimum load conditions. ",reinforcementLearning,3b,https://storage.googleapis.com/eeml/4e9308346e454ebfa08d5e59302a5c27,https://www.youtube.com/embed/oX8RGIPuIW0
3546,End-to-end Training for Robust Face Recognition,Aleksandr Safin,"We propose a joint approach for face verification on raw non-preprocessed images.This joint network performs denoising-demosaicing and face verification meaningthat it outputs both the RGB image and embedding of face image. In this work wehave shown that joint fine-tuning is a bit more effective in terms of accuracy forface verification, though visually the image quality does not change significantly",computerVision,3c,https://storage.googleapis.com/eeml/451fa0c4acf44ba08e2e9d584c29779a,https://www.youtube.com/embed/6LS_V5TFpqc
3548,Attention-Based Curiosity-Driven Exploration in Deep Reinforcement Learning,Patrik Reizinger; Márton Szemenyei,"Reinforcement Learning enables to train an agent via interaction with the environment. Our aim is to develop means for the better incorporation of state- and/or action-dependent information into existing intrinsic reward formulations with the attention mechanism. A curiosity-based approach - the Intrinsic Curiosity Module - is extended. The proposed model utilizes attention to emphasize features for the dynamic models within the Intrinsic Curiosity Module; moreover, we also modify the loss function, resulting in a new curiosity formulation, which we call rational curiosity (RCM). The corresponding implementation can be found at https://github.com/rpatrik96/AttA2C/.",reinforcementLearning,3b,https://storage.googleapis.com/eeml/3590be1340fa4ee88512c4d1fb0cb348,https://www.youtube.com/embed/q__GB6AE5Oo
3549,Automated Detection of Above Anvil Cirrus Plumes (AACPs),"Roshni Biswas, Charles Liles, Kristopher Bedka","The above anvil cirrus plume (AACP) is a weather phenomenon that signifies an intense tropopause-penetrating updraft injecting cirrus clouds several kilometers into the stratosphere. Though AACPs can be identified by the human eye, no automated AACP detection methods currently exist. Lack of detection inhibits understanding of where and how often AACPs occur, and influence on stratospheric air composition. This study demonstrates automated emergent AACP identification based on a U-Net model using only satellite infrared and visible reflected sunlight imagery. Model performance is quantitatively benchmarked with human AACP identifications and qualitatively assessed through animated detections from GOES-16 1-minute temporal resolution imagery.",deepLearning,3b,https://storage.googleapis.com/eeml/ab2480ee0f2f460594bbbc9dce0cffda,https://www.youtube.com/embed/MiTVqRBY84g
3552,Histopathological Image Classification for Cancer Detection using Convolutional Neural Networks,Mikolaj Jaworski,"Different models are being developed simultaneously for images coming from histopathological examinations, mammographics, blood smears, X-rays, ultrasounds, MRIs. Many models are preforming better or close to dostor's classification accuracy and are much more time efficient. Development of such a solution was the goal of the work. Classification of histopathologic images was performed in order to detect presence of metastatic cells. Data included over 275 thousands of images. CNNs with transfer learning and regularization methods were applied. The best performing architecture was DenseNet 201, which had result of 97.56% AUC on first half and 97.08\% on the second.",computerVision,3c,https://drive.google.com/thumbnail?id=1uTMPEy9uDbDFncqIAkLhti-I8yIfEg4F,https://www.youtube.com/embed/CGYHndP-ne4
3561,Towards Adversarial Robustness of Synthetic Code Generation Datasets,"Mrinal Anand, Pratik Kayal, Mayank Singh","Automatic code synthesis from natural language descriptions is a challenging task. In the recent past, we witness massive progress on the development of code generation systems for domain-specific languages (DSLs) employing sequence-to-sequence deep learning techniques. In this paper, we specifically experiment with AlgoLisp DSL-based generative models and showcase their extreme dataset bias through the different classes of adversarial examples. We also present a simple transformer based encoder-decoder model that outperforms the majority of AlgoLisp DSL-based baselines. However, consistent with the previous baselines, the proposed model achieves poor performance under adversarial.
settings.",nlp,3c,https://storage.googleapis.com/eeml/ac862ec474054098b67284bd03d1e536,https://www.youtube.com/embed/b_dgErEdSuA
3563,DCT-Domain Deep Convolutional Neural Network for Multiple JPEG Compression Classification,"Vinay Verma, Nikita Agarwal and Nitin Khanna","Ease of digital image capture and sharing is accompanied by widespread usage of user-friendly image editing software. 
We are in an era where digital images can be very easily used for the massive spread of false information and their integrity needs to be seriously questioned. 
The application of multiple lossy compressions on images is an essential part of any image editing pipeline involving lossy compressed images. 
This paper aims to address the problem of classifying images based on the number of JPEG compressions they have undergone, by utilizing deep convolutional neural networks in the DCT domain. 
",Image Forensics,3c,https://storage.googleapis.com/eeml/a11d87d4240d472295731482a7afbff6,https://www.youtube.com/embed/k2hxLfVXMhM
3571,Zero-Shot Source Code Author Identification: ​A Lexicon and Layout Independent Approach​,"Pegah Hozhabrierdi, Dunai Fuentes Hitos, Chilukuri K. Mohan​","We tackle the challenge of Zero-Shot identification of authors of source code, which can be used with no prior samples of authors outside of the training data. In our approach, a feedforward neural network is first trained on a multi-class classification task. Then, a substantial part of this network is duplicated and reused to compare code samples (FDR architecture). We propose new input features for this model, called Variable-Independent Nested Bigrams, that provide robustness against frequently-used obfuscation methods. FDR performs accurately even on code samples from unknown authors, on data obtained from Google Code Jam, an international coding competition platform. ",applications,3a,https://storage.googleapis.com/eeml/b3efcd85125a40ffb070c263ed03edc0,https://www.youtube.com/embed/OlODcLk7_xQ
3577,Quantifying Gender Bias in Hyperbolic Word Embeddings,"Vaibhav Kumar, Vaibhav Kumar and Tenzin Singhay Bhotia",A teaser image is any image or figure you might include in your slides presentation that is representative for your presentation. We will use this to create a layout for the poster session like in the picture below (from ICLR virtual poster presentations).,nlp,3c,https://storage.googleapis.com/eeml/2011ff4179e9491da8c137db0b3c441f,https://www.youtube.com/embed/9OTqr1Zsla4
3583,Online Neural Network based model identification procedure of a fixed-wing UAV,Marko Maljkovic,"In this project, we aim to design an online, window based, neural network procedure that learns the longitudinal dynamics model of a small fixed-wing UAV while the vehicle is flying. A custom loss function is proposed to account for the noise induced by the labeling procedure. 5 Training trajectories were acquired through HIL simulations and were used for the 5-fold cross validation procedure. A grid search over a subset of learning rates, model configurations, number of hidden nodes and window sizes was conducted to obtain the best models for different criteria. For those models, we also estimate the convergence times.",robotics,1c,https://storage.googleapis.com/eeml/9be682f3a1a64cb8b1a1a691d7f03e49,https://www.youtube.com/embed/f4fj00x3x5s
3584,Principal Neighbourhood Aggregation for Graph Nets,"Gabriele Corso*, Luca Cavalleri*, Dominique Beaini, Pietro Liò, Petar Veličković","Graph Neural Networks have been shown to be effective models for different predictive tasks on graph-structured data. We extend the current theoretical framework for their expressive power to include continuous features, which occur regularly in real-world input domains and within the hidden layers of GNNs, and we demonstrate the requirement for multiple aggregation functions. Accordingly, we propose Principal Neighbourhood Aggregation (PNA), a novel architecture combining multiple aggregators with degree-scalers. Finally, we compare the capacity of different models via a novel multi-task benchmark from graph theory and existing benchmarks from real-world domains, all of which demonstrate the strength of our model.",deepLearning,3b,https://storage.googleapis.com/eeml/6e062d70787e48ed9f85f97b3c3f02df,https://www.youtube.com/embed/mimFe0zBgU0
3585,Convolutional Neural Networks with Intermediate Loss for 3D Super-Resolution of CT and MRI Scans,"Mariana-Iuliana Georgescu , Radu Tudor Ionescu, Nicolae Verga","We propose an approach for the single-image super-resolution of 3D CT/MRI scans. Our method is based on deep convolutional neural networks composed of 10 convolutional layers and an intermediate upscaling layer that is placed after the first 6 convolutional layers. Our first CNN, which increases the resolution on two axes (width and height), is followed by a second CNN, which increases the resolution on the third axis (depth). Different from other methods, we compute the loss with respect to the ground-truth high-resolution output right after the upscaling layer, in addition to computing the loss after the last convolutional layer.  ",computerVision,3c,https://storage.googleapis.com/eeml/afb0c6fe27e44695b85377f06cf79098,https://www.youtube.com/embed/g_S5x6JfhPI
